Znumber,rank_id,confidence,center_distance,file,mol_pred_loaded,sanitization,all_atoms_connected,bond_lengths,bond_angles,internal_steric_clash,aromatic_ring_flatness,double_bond_flatness,internal_energy,all_pass
Z29083339,9,1.17,2.3014722266122485,results_ipab/Z29083339/rank9_confidence-1.17.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,10,2.51,1.042810416031435,results_ipab/Z29249972/rank10_confidence-2.51.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,1,0.72,1.7310504510936588,results_ipab/Z29249972/rank1_confidence-0.72.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,2,0.73,0.2716121441535656,results_ipab/Z29249972/rank2_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,3,0.84,0.1766194413696797,results_ipab/Z29249972/rank3_confidence-0.84.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,4,0.91,0.2899936061144093,results_ipab/Z29249972/rank4_confidence-0.91.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,5,0.91,0.4164660462557167,results_ipab/Z29249972/rank5_confidence-0.91.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,6,0.93,0.2804795503082053,results_ipab/Z29249972/rank6_confidence-0.93.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,7,1.04,0.1417324373509017,results_ipab/Z29249972/rank7_confidence-1.04.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,8,1.1,0.5568414045248655,results_ipab/Z29249972/rank8_confidence-1.10.sdf,1,1,1,1,1,1,1,1,1,1
Z29249972,9,1.14,0.404400716898372,results_ipab/Z29249972/rank9_confidence-1.14.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,10,0.73,1.717246451612542,results_ipab/Z295883036/rank10_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,1,0.32,2.3391846348187677,results_ipab/Z295883036/rank1_confidence0.32.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,2,0.09,2.014982250479239,results_ipab/Z295883036/rank2_confidence-0.09.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,3,0.52,1.730947483064914,results_ipab/Z295883036/rank3_confidence-0.52.sdf,1,1,1,1,1,1,1,1,0,0
Z295883036,4,0.54,1.723369443523208,results_ipab/Z295883036/rank4_confidence-0.54.sdf,1,1,1,1,1,1,1,1,0,0
Z295883036,5,0.57,1.6736753307297487,results_ipab/Z295883036/rank5_confidence-0.57.sdf,1,1,1,1,1,1,1,1,0,0
Z295883036,6,0.58,1.763021519439378,results_ipab/Z295883036/rank6_confidence-0.58.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,7,0.64,1.677326891348456,results_ipab/Z295883036/rank7_confidence-0.64.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,8,0.71,1.7536392231216404,results_ipab/Z295883036/rank8_confidence-0.71.sdf,1,1,1,1,1,1,1,1,1,1
Z295883036,9,0.71,1.7703022377275583,results_ipab/Z295883036/rank9_confidence-0.71.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,10,1.46,3.002499441060562,results_ipab/Z296244664/rank10_confidence-1.46.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,1,0.32,2.245345395201713,results_ipab/Z296244664/rank1_confidence0.32.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,2,0.27,2.054062359795702,results_ipab/Z296244664/rank2_confidence0.27.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,3,0.13,1.997076909014416,results_ipab/Z296244664/rank3_confidence0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,4,0.05,2.0803259242805083,results_ipab/Z296244664/rank4_confidence0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,5,0.04,2.024526445377888,results_ipab/Z296244664/rank5_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,6,0.02,2.0409944764426853,results_ipab/Z296244664/rank6_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,7,0.14,2.5296087909783296,results_ipab/Z296244664/rank7_confidence-0.14.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,8,0.46,1.4622924824967165,results_ipab/Z296244664/rank8_confidence-0.46.sdf,1,1,1,1,1,1,1,1,1,1
Z296244664,9,0.84,2.159399134424296,results_ipab/Z296244664/rank9_confidence-0.84.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,10,2.66,2.062028541295079,results_ipab/Z296452432/rank10_confidence-2.66.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,1,0.43,0.7705223189511301,results_ipab/Z296452432/rank1_confidence-0.43.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,2,0.45,0.875027193616568,results_ipab/Z296452432/rank2_confidence-0.45.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,3,0.47,2.2927230169832677,results_ipab/Z296452432/rank3_confidence-0.47.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,4,0.63,1.0060807067015003,results_ipab/Z296452432/rank4_confidence-0.63.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,5,0.64,1.0540725356732334,results_ipab/Z296452432/rank5_confidence-0.64.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,6,0.7,2.761707728673229,results_ipab/Z296452432/rank6_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,7,0.72,2.948909668792893,results_ipab/Z296452432/rank7_confidence-0.72.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,8,0.73,0.4207948895428881,results_ipab/Z296452432/rank8_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z296452432,9,0.75,0.4311129066230738,results_ipab/Z296452432/rank9_confidence-0.75.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,10,2.02,3.826202925826368,results_ipab/Z297268832/rank10_confidence-2.02.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,1,0.31,1.5487358582480923,results_ipab/Z297268832/rank1_confidence-0.31.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,2,0.36,1.6588254944629457,results_ipab/Z297268832/rank2_confidence-0.36.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,3,0.4,1.202591978278808,results_ipab/Z297268832/rank3_confidence-0.40.sdf,1,1,1,1,1,0,1,1,1,0
Z297268832,4,0.6,1.6553987845657323,results_ipab/Z297268832/rank4_confidence-0.60.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,5,0.92,1.4556533430545275,results_ipab/Z297268832/rank5_confidence-0.92.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,6,1.18,4.585353759962835,results_ipab/Z297268832/rank6_confidence-1.18.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,7,1.34,1.2101508079209329,results_ipab/Z297268832/rank7_confidence-1.34.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,8,1.5,1.5733008789346703,results_ipab/Z297268832/rank8_confidence-1.50.sdf,1,1,1,1,1,1,1,1,1,1
Z297268832,9,1.69,1.5857258671782173,results_ipab/Z297268832/rank9_confidence-1.69.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,10,1.92,2.0009416639183546,results_ipab/Z297331992/rank10_confidence-1.92.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,1,0.02,2.519466281823664,results_ipab/Z297331992/rank1_confidence-0.02.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,2,0.7,1.4629376443738815,results_ipab/Z297331992/rank2_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,3,1.11,3.771591448242415,results_ipab/Z297331992/rank3_confidence-1.11.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,4,1.34,1.465587747873527,results_ipab/Z297331992/rank4_confidence-1.34.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,5,1.38,1.5190394462350068,results_ipab/Z297331992/rank5_confidence-1.38.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,6,1.53,2.144457984480824,results_ipab/Z297331992/rank6_confidence-1.53.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,7,1.76,2.0264462495013182,results_ipab/Z297331992/rank7_confidence-1.76.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,8,1.77,1.744354210155964,results_ipab/Z297331992/rank8_confidence-1.77.sdf,1,1,1,1,1,1,1,1,1,1
Z297331992,9,1.88,1.9600503108789928,results_ipab/Z297331992/rank9_confidence-1.88.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,10,0.95,3.735638624033233,results_ipab/Z29767749/rank10_confidence-0.95.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,1,0.2,3.532673251678481,results_ipab/Z29767749/rank1_confidence-0.20.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,2,0.23,3.709104216204992,results_ipab/Z29767749/rank2_confidence-0.23.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,3,0.25,3.471730156312279,results_ipab/Z29767749/rank3_confidence-0.25.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,4,0.33,3.666297509959201,results_ipab/Z29767749/rank4_confidence-0.33.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,5,0.36,3.5129898869603786,results_ipab/Z29767749/rank5_confidence-0.36.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,6,0.39,3.42468121143225,results_ipab/Z29767749/rank6_confidence-0.39.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,7,0.39,3.488355384565641,results_ipab/Z29767749/rank7_confidence-0.39.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,8,0.6,3.1491762263221608,results_ipab/Z29767749/rank8_confidence-0.60.sdf,1,1,1,1,1,1,1,1,1,1
Z29767749,9,0.63,3.915888870847576,results_ipab/Z29767749/rank9_confidence-0.63.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,10,1.99,2.9054856066499597,results_ipab/Z297739110/rank10_confidence-1.99.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,1,0.22,0.4483393006611013,results_ipab/Z297739110/rank1_confidence-0.22.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,2,0.38,0.9578517498980484,results_ipab/Z297739110/rank2_confidence-0.38.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,3,0.63,0.6209602048758158,results_ipab/Z297739110/rank3_confidence-0.63.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,4,1.02,3.679279142805026,results_ipab/Z297739110/rank4_confidence-1.02.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,5,1.07,3.8086308753460942,results_ipab/Z297739110/rank5_confidence-1.07.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,6,1.17,4.623729433669974,results_ipab/Z297739110/rank6_confidence-1.17.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,7,1.32,3.5057699161213387,results_ipab/Z297739110/rank7_confidence-1.32.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,8,1.43,4.066285163575507,results_ipab/Z297739110/rank8_confidence-1.43.sdf,1,1,1,1,1,1,1,1,1,1
Z297739110,9,1.64,4.004247713921477,results_ipab/Z297739110/rank9_confidence-1.64.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,10,0.81,4.3020950096269805,results_ipab/Z298333424/rank10_confidence-0.81.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,1,0.46,2.2988420053950405,results_ipab/Z298333424/rank1_confidence0.46.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,2,0.42,2.283079818438161,results_ipab/Z298333424/rank2_confidence0.42.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,3,0.67,4.165266445877954,results_ipab/Z298333424/rank3_confidence-0.67.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,4,0.67,4.2566922089221,results_ipab/Z298333424/rank4_confidence-0.67.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,5,0.7,4.406762862533767,results_ipab/Z298333424/rank5_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,6,0.73,4.38555336428825,results_ipab/Z298333424/rank6_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,7,0.73,4.342866718165565,results_ipab/Z298333424/rank7_confidence-0.73.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,8,0.74,4.294827384064963,results_ipab/Z298333424/rank8_confidence-0.74.sdf,1,1,1,1,1,1,1,1,1,1
Z298333424,9,0.76,4.336756776065938,results_ipab/Z298333424/rank9_confidence-0.76.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,10,2.67,3.27279814684326,results_ipab/Z29956667/rank10_confidence-2.67.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,1,0.04,2.275584031969625,results_ipab/Z29956667/rank1_confidence-0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,2,0.04,2.1982887862029683,results_ipab/Z29956667/rank2_confidence-0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,3,0.04,2.2296576214079957,results_ipab/Z29956667/rank3_confidence-0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,4,0.07,2.0955228486043938,results_ipab/Z29956667/rank4_confidence-0.07.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,5,0.7,0.9411343796218644,results_ipab/Z29956667/rank5_confidence-0.70.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,6,1.25,3.598861021564448,results_ipab/Z29956667/rank6_confidence-1.25.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,7,1.37,0.3303097511388838,results_ipab/Z29956667/rank7_confidence-1.37.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,8,1.47,3.41341454851843,results_ipab/Z29956667/rank8_confidence-1.47.sdf,1,1,1,1,1,1,1,1,1,1
Z29956667,9,2.01,0.7483867921837148,results_ipab/Z29956667/rank9_confidence-2.01.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,10,1.35,1.665802049115395,results_ipab/Z30046778/rank10_confidence-1.35.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,1,0.77,2.8140176977077727,results_ipab/Z30046778/rank1_confidence-0.77.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,2,0.79,2.7556224306279686,results_ipab/Z30046778/rank2_confidence-0.79.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,3,0.81,2.342213691204143,results_ipab/Z30046778/rank3_confidence-0.81.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,4,0.88,2.6102852386588165,results_ipab/Z30046778/rank4_confidence-0.88.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,5,0.89,2.4818155545310474,results_ipab/Z30046778/rank5_confidence-0.89.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,6,0.96,2.884353438813401,results_ipab/Z30046778/rank6_confidence-0.96.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,7,1.01,2.9325395639282044,results_ipab/Z30046778/rank7_confidence-1.01.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,8,1.06,2.40464154823864,results_ipab/Z30046778/rank8_confidence-1.06.sdf,1,1,1,1,1,1,1,1,1,1
Z30046778,9,1.12,2.371218778534076,results_ipab/Z30046778/rank9_confidence-1.12.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,10,3.59,2.5267663969399075,results_ipab/Z30166588/rank10_confidence-3.59.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,1,0.0,0.8497053990674874,results_ipab/Z30166588/rank1_confidence-0.00.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,2,0.74,1.6839191076968625,results_ipab/Z30166588/rank2_confidence-0.74.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,3,1.06,2.085566826514469,results_ipab/Z30166588/rank3_confidence-1.06.sdf,1,1,1,1,1,0,1,1,0,0
Z30166588,4,1.07,1.492020120727291,results_ipab/Z30166588/rank4_confidence-1.07.sdf,1,1,1,1,1,0,1,1,1,0
Z30166588,5,1.23,2.261402433638092,results_ipab/Z30166588/rank5_confidence-1.23.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,6,1.54,2.068225775901082,results_ipab/Z30166588/rank6_confidence-1.54.sdf,1,1,1,1,1,0,1,1,0,0
Z30166588,7,1.78,2.512064012458911,results_ipab/Z30166588/rank7_confidence-1.78.sdf,1,1,1,1,1,1,1,1,1,1
Z30166588,8,1.87,2.8181412997523654,results_ipab/Z30166588/rank8_confidence-1.87.sdf,1,1,1,1,1,1,1,1,0,0
Z30166588,9,1.89,1.2215005352157795,results_ipab/Z30166588/rank9_confidence-1.89.sdf,1,1,1,1,1,0,1,1,1,0
Z30346213,10,1.57,1.3148365500981911,results_ipab/Z30346213/rank10_confidence-1.57.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,1,0.62,0.5786740443667732,results_ipab/Z30346213/rank1_confidence-0.62.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,2,0.75,0.4759742931149486,results_ipab/Z30346213/rank2_confidence-0.75.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,3,0.87,0.4892710411920544,results_ipab/Z30346213/rank3_confidence-0.87.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,4,0.9,0.4794077283488429,results_ipab/Z30346213/rank4_confidence-0.90.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,5,0.9,0.4202650864408783,results_ipab/Z30346213/rank5_confidence-0.90.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,6,0.93,0.235538928064719,results_ipab/Z30346213/rank6_confidence-0.93.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,7,1.07,0.974296817284156,results_ipab/Z30346213/rank7_confidence-1.07.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,8,1.31,0.4594955327202604,results_ipab/Z30346213/rank8_confidence-1.31.sdf,1,1,1,1,1,1,1,1,1,1
Z30346213,9,1.32,0.9597320631465204,results_ipab/Z30346213/rank9_confidence-1.32.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,10,2.92,3.750092187447304,results_ipab/Z30508551/rank10_confidence-2.92.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,1,0.08,3.671238377239272,results_ipab/Z30508551/rank1_confidence-0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,2,0.37,3.0827400736581447,results_ipab/Z30508551/rank2_confidence-0.37.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,3,0.4,1.7603352683349054,results_ipab/Z30508551/rank3_confidence-0.40.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,4,0.56,4.151158820734698,results_ipab/Z30508551/rank4_confidence-0.56.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,5,0.76,1.7428626885593912,results_ipab/Z30508551/rank5_confidence-0.76.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,6,1.18,3.611408106300669,results_ipab/Z30508551/rank6_confidence-1.18.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,7,1.98,3.8118858647132905,results_ipab/Z30508551/rank7_confidence-1.98.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,8,2.21,3.955036927121135,results_ipab/Z30508551/rank8_confidence-2.21.sdf,1,1,1,1,1,1,1,1,1,1
Z30508551,9,2.43,3.5791395074436614,results_ipab/Z30508551/rank9_confidence-2.43.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,10,2.48,2.3193413638617684,results_ipab/Z30618433/rank10_confidence-2.48.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,1,1.07,1.5521572611121084,results_ipab/Z30618433/rank1_confidence-1.07.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,2,1.09,1.6339409711297308,results_ipab/Z30618433/rank2_confidence-1.09.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,3,1.22,1.0723829235071185,results_ipab/Z30618433/rank3_confidence-1.22.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,4,1.22,1.0728933176309872,results_ipab/Z30618433/rank4_confidence-1.22.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,5,1.26,1.0303805147424103,results_ipab/Z30618433/rank5_confidence-1.26.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,6,1.62,1.9577980385041076,results_ipab/Z30618433/rank6_confidence-1.62.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,7,1.68,2.447261886652956,results_ipab/Z30618433/rank7_confidence-1.68.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,8,1.73,1.9548327381130184,results_ipab/Z30618433/rank8_confidence-1.73.sdf,1,1,1,1,1,1,1,1,1,1
Z30618433,9,2.19,3.331826815365689,results_ipab/Z30618433/rank9_confidence-2.19.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,10,3.2,1.3484652509535664,results_ipab/Z30819627/rank10_confidence-3.20.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,1,0.13,1.520071278351056,results_ipab/Z30819627/rank1_confidence-0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,2,0.48,0.6821106115357211,results_ipab/Z30819627/rank2_confidence-0.48.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,3,0.54,2.194913117429074,results_ipab/Z30819627/rank3_confidence-0.54.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,4,1.06,2.851963482702153,results_ipab/Z30819627/rank4_confidence-1.06.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,5,1.12,1.3432565525220217,results_ipab/Z30819627/rank5_confidence-1.12.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,6,1.31,1.576035043595882,results_ipab/Z30819627/rank6_confidence-1.31.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,7,2.06,2.491509079197016,results_ipab/Z30819627/rank7_confidence-2.06.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,8,2.2,5.669495035813694,results_ipab/Z30819627/rank8_confidence-2.20.sdf,1,1,1,1,1,1,1,1,1,1
Z30819627,9,2.69,2.358209866687169,results_ipab/Z30819627/rank9_confidence-2.69.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,10,2.22,2.2419436007109628,results_ipab/Z30888972/rank10_confidence-2.22.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,1,0.17,2.9658842751391283,results_ipab/Z30888972/rank1_confidence0.17.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,2,0.12,2.7344620997944964,results_ipab/Z30888972/rank2_confidence0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,3,0.03,2.85019918473984,results_ipab/Z30888972/rank3_confidence0.03.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,4,0.13,2.1947211812567247,results_ipab/Z30888972/rank4_confidence-0.13.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,5,0.21,2.533659478678168,results_ipab/Z30888972/rank5_confidence-0.21.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,6,0.48,1.7766231651497837,results_ipab/Z30888972/rank6_confidence-0.48.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,7,0.52,0.7316482111792529,results_ipab/Z30888972/rank7_confidence-0.52.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,8,0.63,1.6433104960179965,results_ipab/Z30888972/rank8_confidence-0.63.sdf,1,1,1,1,1,1,1,1,1,1
Z30888972,9,0.8,0.530964185272752,results_ipab/Z30888972/rank9_confidence-0.80.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,10,1.35,4.07580811410988,results_ipab/Z30903878/rank10_confidence-1.35.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,1,0.4,1.5020960615464904,results_ipab/Z30903878/rank1_confidence-0.40.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,2,0.47,1.8410749173256695,results_ipab/Z30903878/rank2_confidence-0.47.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,3,0.53,1.4351727216628791,results_ipab/Z30903878/rank3_confidence-0.53.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,4,0.99,2.701037934070951,results_ipab/Z30903878/rank4_confidence-0.99.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,5,1.13,3.453311544712714,results_ipab/Z30903878/rank5_confidence-1.13.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,6,1.14,3.679151646874824,results_ipab/Z30903878/rank6_confidence-1.14.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,7,1.25,3.3566943088320738,results_ipab/Z30903878/rank7_confidence-1.25.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,8,1.3,3.4748818545345035,results_ipab/Z30903878/rank8_confidence-1.30.sdf,1,1,1,1,1,1,1,1,1,1
Z30903878,9,1.32,4.261908094268776,results_ipab/Z30903878/rank9_confidence-1.32.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,10,1.97,1.9270722948957,results_ipab/Z31124080/rank10_confidence-1.97.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,1,0.05,2.5385926125421365,results_ipab/Z31124080/rank1_confidence-0.05.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,2,0.08,2.6086887468222044,results_ipab/Z31124080/rank2_confidence-0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,3,0.12,2.5906423735937927,results_ipab/Z31124080/rank3_confidence-0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,4,0.21,2.520539498949465,results_ipab/Z31124080/rank4_confidence-0.21.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,5,0.33,1.8274848349396544,results_ipab/Z31124080/rank5_confidence-0.33.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,6,0.45,1.6840385983933288,results_ipab/Z31124080/rank6_confidence-0.45.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,7,0.75,1.7421106794054029,results_ipab/Z31124080/rank7_confidence-0.75.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,8,0.94,2.0438742748144563,results_ipab/Z31124080/rank8_confidence-0.94.sdf,1,1,1,1,1,1,1,1,1,1
Z31124080,9,1.0,1.110482237371451,results_ipab/Z31124080/rank9_confidence-1.00.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,10,0.01,1.1606313730497737,results_ipab/Z31258130/rank10_confidence0.01.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,1,0.15,1.1657288710282847,results_ipab/Z31258130/rank1_confidence0.15.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,2,0.14,1.2238439790099287,results_ipab/Z31258130/rank2_confidence0.14.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,3,0.12,1.2173425700045364,results_ipab/Z31258130/rank3_confidence0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,4,0.12,1.176195205095317,results_ipab/Z31258130/rank4_confidence0.12.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,5,0.09,1.172823908730109,results_ipab/Z31258130/rank5_confidence0.09.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,6,0.08,1.238336210469513,results_ipab/Z31258130/rank6_confidence0.08.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,7,0.06,1.1635059848512912,results_ipab/Z31258130/rank7_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,8,0.06,1.213767080691497,results_ipab/Z31258130/rank8_confidence0.06.sdf,1,1,1,1,1,1,1,1,1,1
Z31258130,9,0.04,1.284721878433664,results_ipab/Z31258130/rank9_confidence0.04.sdf,1,1,1,1,1,1,1,1,1,1
Z317663344,10,2.65,2.106696590092037,results_ipab/Z317663344/rank10_confidence-2.65.sdf,1,1,1,1,1,1,1,1,1,1
Z317663344,1,0.52,1.9370297864385373,results_ipab/Z317663344/rank1_confidence-0.52.sdf,1,1,1,1,1,1,1,1,1,1
